Resource Type,Region,Identifier,Nukable
iam-role,global,dev-kinetic-redshiftexpor-BucketNotificationsHandl-TOHUG05I70EZ,-
iam-role,global,dev-kinetic-redshiftexpor-CustomResourceHandlerSer-1NH6DQCJISYHM,-
iam-role,global,dev-kinetic-redshiftexpor-CustomS3AutoDeleteObject-P7W2WKGUS1R5,-
iam-role,global,dev-kinetic-redshiftexpor-NotificationRedshiftExpo-AKVWCYODOWWR,-
iam-role,global,dev-kinetic-redshiftexpor-RedshiftExportRoleF03E54-42NTFK26EJP6,-
iam-role,global,dev-kinetic-render-CustomResourceHandlerServiceRol-1QJGUUPE7HWEA,-
iam-role,global,dev-kinetic-render-CustomS3AutoDeleteObjectsCustom-H2LM2ZGSKXJ0,-
iam-role,global,dev-kinetic-render-renderServiceRole54DFF9F5-KVLIM3SZIR4,-
iam-role,global,dev-kinetic-reports-CustomResourceHandlerServiceRo-17Z2D5N0ILFBU,-
iam-role,global,dev-kinetic-reports-individualFinishServiceRole8CD-I7ZEOEXOXXP3,-
iam-role,global,dev-kinetic-reports-individualPrintServiceRoleB111-2QW6XGBA1CFF,-
iam-role,global,dev-kinetic-reports-reportindividualprintsfnRole91-16CB8THDG0A8F,-
iam-role,global,dev-kinetic-retool-CustomResourceHandlerServiceRole-05kCHNlVQJN0,-
iam-role,global,dev-kinetic-reyesexport-BucketNotificationsHandler0-mJ9gU0KSSUpi,-
iam-role,global,dev-kinetic-reyesexport-CustomResourceHandlerServic-Hk4Im0FB9Pyw,-
iam-role,global,dev-kinetic-reyesexport-CustomS3AutoDeleteObjectsCu-ZGLsOb8rRTW3,-
iam-role,global,dev-kinetic-reyesexport-NotificationReyesExportBuck-ANyZaMwd1OaY,-
iam-role,global,dev-kinetic-reyesexport-ReyesExportRole934A695C-m35G7MPAJMVD,-
iam-role,global,dev-kinetic-reyesexport-ReyesZipServiceRole01F746CA-35kqEzvIMvcH,-
iam-role,global,dev-kinetic-salesforceInt-CustomResourceHandlerServ-a2mucUKO7BED,-
iam-role,global,dev-kinetic-salesforceInt-sfdataapiLambdaGETproxySe-8f6fOuVqZDoV,-
iam-role,global,dev-kinetic-secrets-CustomResourceHandlerServiceRol-5JjcVj7cwJyx,-
iam-role,global,dev-kinetic-servicedb-CustomResourceHandlerServiceR-N5jKwjhaWDiV,-
iam-role,global,dev-kinetic-trpc-CustomResourceHandlerServiceRole41-UC6ws5pPj1GA,-
iam-role,global,dev-kinetic-trpc-trpcLambdaGETproxyServiceRole33AE5-eNylpGIgpRjy,-
iam-role,global,dev-kinetic-trpc-trpcLambdaPOSTproxyServiceRoleE81C-qIKoGO2MtGGl,-
iam-role,global,dev-kinetic-unworndevicej-CustomResourceHandlerServ-6ncno7mxAKpI,-
iam-role,global,dev-kinetic-unworndevicej-UnwornDeviceJobServiceRol-FoX5SJLRi046,-
iam-role,global,dev-kinetic-unworndevicet-CustomResourceHandlerServ-wazv47u33UAS,-
iam-role,global,dev-kinetic-vpc-CustomResourceHandlerServiceRole41A-zGCrYc1B10fX,-
iam-role,global,dev-kinetic-web-CustomResourceHandlerServiceRole41A-85IvCTB1AbeE,-
iam-role,global,dev-kinetic-web-CustomS3AutoDeleteObjectsCustomReso-rC2Ehyd49xmQ,-
iam-role,global,dev-kinetic-web-webCertificateCertificateRequestorF-v5t31GUiSK8h,-
iam-role,global,dev-sqs-publish-thing-shadow,-
iam-role,global,dms-cloudwatch-logs-role,-
iam-role,global,dms-vpc-role,-
iam-role,global,EC2ActionsAccess,-
iam-role,global,ec2cloudwatch,-
iam-role,global,ecsInstanceRole,-
iam-role,global,eksClusterRole,-
iam-role,global,email-reports-dev-us-east-2-lambdaRole,-
iam-role,global,email-reports-prod-us-east-2-lambdaRole,-
iam-role,global,email-reports-stage-us-east-2-lambdaRole,-
iam-role,global,emr-runner,-
iam-role,global,EMR_AutoScaling_DefaultRole,-
iam-role,global,EMR_DefaultRole,-
iam-role,global,EMR_EC2_DefaultRole,-
iam-role,global,external-dns.stage.us-east-1.wearkinetic.com,-
iam-role,global,firehose.stage.us-east-1.wearkinetic.com,-
iam-role,global,firehose_delivery_role,-
iam-role,global,forensics-data-download-role-1kroqnmq,-
iam-role,global,galen-redshift-s3,-
iam-role,global,gitlab-kubernetes-role,-
iam-role,global,gitlab-main,-
iam-role,global,gitlab-NodeInstanceRole-HS75N5J9XGS,-
iam-role,global,gitlab-runner,-
iam-role,global,GitLabCIRole,-
iam-role,global,GLUE,-
iam-role,global,hardware-kinetic-python-get-battery-capacity-loc-role-1h0vdthk,-
iam-role,global,hotfix-reyes-kinetic-admi-adminCertificateCertific-127O27CS8Q7LR,-
iam-role,global,hotfix-reyes-kinetic-admi-adminS3HandlerServiceRol-1LUQNI1AXATKC,-
iam-role,global,hotfix-reyes-kinetic-admi-adminS3UploaderServiceRo-PLN7UODMXKZO,-
iam-role,global,hotfix-reyes-kinetic-admi-CustomResourceHandlerSer-9IGNLZFX0XW2,-
iam-role,global,hotfix-reyes-kinetic-admi-CustomS3AutoDeleteObject-19T29LPSJT6PX,-
iam-role,global,hotfix-reyes-kinetic-aggr-aggrEmployeeDailyActivit-1RD1HMSXZXBFY,-
iam-role,global,hotfix-reyes-kinetic-aggr-CustomResourceHandlerSer-1QZ58ZX5A4B68,-
iam-role,global,hotfix-reyes-kinetic-aggr-getWorkersForActivityCsv-1FKRVK03AZKB0,-
iam-role,global,hotfix-reyes-kinetic-aggr-setAggrEmployeeDailyActi-YHR2YI48NWRW,-
iam-role,global,hotfix-reyes-kinetic-auth-CustomResourceHandlerSer-1UGJLHG037YKH,-
iam-role,global,hotfix-reyes-kinetic-cron-aggrEmployeeDailyActivit-JPHYWFGJ3ISG,-
iam-role,global,hotfix-reyes-kinetic-cron-aggrEmployeeWwtJobServic-1IQY687R99GI4,-
iam-role,global,hotfix-reyes-kinetic-cron-aggrLocation0wwtJobServi-EZP7JFLIC9TX,-
iam-role,global,hotfix-reyes-kinetic-cron-aggrLocationWwtJobServic-7Q70VG4C0ZB4,-
iam-role,global,hotfix-reyes-kinetic-cron-aggrWorkerLastActiveJobS-QWH4DYUQMFY1,-
iam-role,global,hotfix-reyes-kinetic-cron-cleanupGoalTableJobServi-1HLHWBHL2MGCF,-
iam-role,global,hotfix-reyes-kinetic-cron-CustomResourceHandlerSer-1I87M4DSWNVTV,-
iam-role,global,hotfix-reyes-kinetic-cron-firmwareUpgradeCronJobSe-1RVYRMWHK4H9,-
iam-role,global,hotfix-reyes-kinetic-cron-iotSyncCronJobServiceRol-1NTTWJ8F14CIR,-
iam-role,global,hotfix-reyes-kinetic-cron-wornDevicesRankingJobSer-TMOQSXVLEUZC,-
iam-role,global,hotfix-reyes-kinetic-data-CustomResourceHandlerSer-13RQUD09LKJCZ,-
iam-role,global,hotfix-reyes-kinetic-data-CustomResourceHandlerSer-6MG3REFUOGRC,-
iam-role,global,hotfix-reyes-kinetic-data-dataapiapiLambdaPOSTprox-9I4WX7S0QPL7,-
iam-role,global,hotfix-reyes-kinetic-data-dataapiMetricsActivityLo-1K79L6JSNCYON,-
iam-role,global,hotfix-reyes-kinetic-data-MetricsActivityLoadFnSer-1J1I8IOQTYUOO,-
iam-role,global,hotfix-reyes-kinetic-data-MetricsActivityLoadState-DGE75SVDRJ1T,-
iam-role,global,hotfix-reyes-kinetic-data-migrationScriptHandlerSe-7M7S74OMCEET,-
iam-role,global,hotfix-reyes-kinetic-data-migratorServiceRoleEAEA6-1LJX1024C3444,-
iam-role,global,hotfix-reyes-kinetic-DNS-CustomResourceHandlerServ-1B7WEFXPJIIHR,-
iam-role,global,hotfix-reyes-kinetic-glue-CustomResourceHandlerSer-FV2P47KOIF1O,-
iam-role,global,hotfix-reyes-kinetic-iot-CustomResourceHandlerServ-XHSGLRAPUPI5,-
iam-role,global,hotfix-reyes-kinetic-loca-CustomResourceHandlerSer-1AU4A0RH4AB32,-
iam-role,global,hotfix-reyes-kinetic-loca-LambdaGETlocationfirmwar-3U1L6WPF7V51,-
iam-role,global,hotfix-reyes-kinetic-loca-LambdaPOSTlocationfirmwa-1PC3XZQQCELNY,-
iam-role,global,hotfix-reyes-kinetic-moni-CustomResourceHandlerSer-3OCCF4AXU4WK,-
iam-role,global,hotfix-reyes-kinetic-mtde-CustomResourceHandlerSer-13QKN9MZUCP91,-
iam-role,global,hotfix-reyes-kinetic-mtde-MTAddTargetsToJobService-CV0LVZ8C0FR6,-
iam-role,global,hotfix-reyes-kinetic-mtde-MTAddThingsToGroupServic-Z3LPZHGRPNDB,-
iam-role,global,hotfix-reyes-kinetic-mtde-MTAddToFWUpgradeServiceR-1QJYRTWKV3NHX,-
iam-role,global,hotfix-reyes-kinetic-mtde-MTCancelUpgradeJobServic-1O0NX91ET65L6,-
iam-role,global,hotfix-reyes-kinetic-mtde-MTCreateFWUpgradeService-8MNYLKYT13O6,-
iam-role,global,hotfix-reyes-kinetic-mtde-MTCreateIoTJobServiceRol-9SM6NG40JZFS,-
iam-role,global,hotfix-reyes-kinetic-mtde-MTCreateThingGroupServic-1PQIP2R8Y5QR0,-
iam-role,global,hotfix-reyes-kinetic-mtde-MTGetBinReportForLocatio-1ENYTPUWDUXDK,-
iam-role,global,hotfix-reyes-kinetic-mtde-MTGetIotJobInfoServiceRo-UK773OZEXAIS,-
iam-role,global,hotfix-reyes-kinetic-mtde-MTGetIoTJobsServiceRoleA-GL6QDVTRKD0X,-
iam-role,global,hotfix-reyes-kinetic-mtde-MTGetLocationsAndBinnedF-IWOSZTUYZML8,-
iam-role,global,hotfix-reyes-kinetic-mtde-MTGetThingGroupsServiceR-1L3LR0PFQW7R0,-
iam-role,global,hotfix-reyes-kinetic-mtde-MTGetThingsForGroupServi-14WI3O57ZHAWH,-
iam-role,global,hotfix-reyes-kinetic-mtde-MTListIoTJobExesServiceR-Y2K38U3P98J0,-
iam-role,global,hotfix-reyes-kinetic-mtde-MTRemoveThingsFromGroupS-1RP66O8X2TBXE,-
iam-role,global,hotfix-reyes-kinetic-pipe-CustomResourceHandlerSer-V2JTW6258O65,-
iam-role,global,hotfix-reyes-kinetic-reds-BucketNotificationsHandl-2NDL4PE1MRVT,-
iam-role,global,hotfix-reyes-kinetic-reds-CustomResourceHandlerSer-1B1WY71KAZUD6,-
iam-role,global,hotfix-reyes-kinetic-reds-CustomResourceHandlerSer-I6L8BE0SGRC0,-
iam-role,global,hotfix-reyes-kinetic-reds-CustomS3AutoDeleteObject-1GAM8BNC8XMGJ,-
iam-role,global,hotfix-reyes-kinetic-reds-NotificationRedshiftExpo-1LMP7S6T3IAJE,-
iam-role,global,hotfix-reyes-kinetic-reds-RedshiftExportRoleF03E54-1GFYEKZ22EZ9D,-
iam-role,global,hotfix-reyes-kinetic-reds-RedshiftInitonUpdateFunc-1SL06CSHP7SED,-
iam-role,global,hotfix-reyes-kinetic-reds-RedshiftInitScriptHandle-851GF6GQJUQF,-
iam-role,global,hotfix-reyes-kinetic-rend-CustomResourceHandlerSer-1KPYKK2O1TZAX,-
iam-role,global,hotfix-reyes-kinetic-rend-CustomS3AutoDeleteObject-1AUCURLI7ER6D,-
iam-role,global,hotfix-reyes-kinetic-rend-renderServiceRole54DFF9F-1I6FT58AMQGMD,-
iam-role,global,hotfix-reyes-kinetic-repo-CustomResourceHandlerSer-161AUOV2BMV2V,-
iam-role,global,hotfix-reyes-kinetic-repo-individualFinishServiceR-1BMCRCDZPV5GG,-
iam-role,global,hotfix-reyes-kinetic-repo-individualPrintServiceRo-1T456FWNVCLGR,-
iam-role,global,hotfix-reyes-kinetic-repo-reportindividualprintsfn-14JOLIS6WE2PL,-
iam-role,global,hotfix-reyes-kinetic-reto-CustomResourceHandlerSer-1XD9FVMV375TK,-
iam-role,global,hotfix-reyes-kinetic-reye-BucketNotificationsHandl-12SCY0WJHY46K,-
iam-role,global,hotfix-reyes-kinetic-reye-CustomResourceHandlerSer-8ECXU9CZSSAT,-
iam-role,global,hotfix-reyes-kinetic-reye-CustomS3AutoDeleteObject-LNXXNNBG8B7Z,-
iam-role,global,hotfix-reyes-kinetic-reye-NotificationReyesExportB-1R70RDZ25WE9X,-
iam-role,global,hotfix-reyes-kinetic-reye-ReyesZipServiceRole01F74-1VJVNGS2YKKZC,-
iam-role,global,hotfix-reyes-kinetic-reyes-ReyesExportRole934A695C-X37W5IE9AB9N,-
iam-role,global,hotfix-reyes-kinetic-secr-CustomResourceHandlerSer-1PUN1A0U8PDG8,-
iam-role,global,hotfix-reyes-kinetic-serv-CustomResourceHandlerSer-126UT1L2F82DO,-
iam-role,global,hotfix-reyes-kinetic-trpc-CustomResourceHandlerSer-YWMHHNCVAN2R,-
iam-role,global,hotfix-reyes-kinetic-trpc-trpcLambdaGETproxyServic-BBXITF4N39LX,-
iam-role,global,hotfix-reyes-kinetic-trpc-trpcLambdaPOSTproxyServi-2B43A3HUKB4D,-
iam-role,global,hotfix-reyes-kinetic-unwo-CustomResourceHandlerSer-1LT4TR3CKLI49,-
iam-role,global,hotfix-reyes-kinetic-unwo-CustomResourceHandlerSer-N1WO6KCY2EAU,-
iam-role,global,hotfix-reyes-kinetic-unwo-UnwornDeviceJobServiceRo-6XTBJ08VWY0L,-
iam-role,global,hotfix-reyes-kinetic-vpc-CustomResourceHandlerServ-KQAJ152W7RHX,-
iam-role,global,iot-auto-audit-role_1647040038373,-
iam-role,global,iot-issue-upload-credentials.ap-southeast-2,-
iam-role,global,iot-issue-upload-credentials.us-east-1,-
iam-role,global,iot-publish-thing-shadow.ap-southeast-2,-
iam-role,global,iot-publish-thing-shadow.us-east-1,-
iam-role,global,iot-rules-actions,-
iam-role,global,issue-shortlived-jwt-staging-us-west-2-lambdaRole,-
iam-role,global,issue-upload-credentials-staging-us-east-2-lambdaRole,-
iam-role,global,issue-upload-credentials-staging-us-west-2-lambdaRole,-
iam-role,global,just_testing-role-0u4hww2u,-
iam-role,global,kinetic-aws-batch-role,-
iam-role,global,kinetic-data-landing-role,-
iam-role,global,kinetic-firmware-cicd,-
iam-role,global,kinetic-python-get-battery-capacity-loc-role-rjjbakmx,-
iam-role,global,lambda-access-to-secrets-manager,-
iam-role,global,lambda-hello-world-role,-
iam-role,global,lambda_basic_execution,-
iam-role,global,ld-feature-flags-kinetic-BucketNotificationsHandl-QFGIE96BOLBS,-
iam-role,global,ld-feature-flags-kinetic-CustomResourceHandlerSer-15LQOHLHE0KMW,-
iam-role,global,ld-feature-flags-kinetic-CustomResourceHandlerSer-18IZATWNLMJZT,-
iam-role,global,ld-feature-flags-kinetic-CustomResourceHandlerSer-1A3OSU15VG4WT,-
iam-role,global,ld-feature-flags-kinetic-CustomResourceHandlerSer-1F9Y62294H7CI,-
iam-role,global,ld-feature-flags-kinetic-CustomResourceHandlerSer-1KXRK7KXHLB9A,-
iam-role,global,ld-feature-flags-kinetic-CustomResourceHandlerSer-1L5MBFADUUEWE,-
iam-role,global,ld-feature-flags-kinetic-CustomResourceHandlerSer-1NC5AQ5NM0RO3,-
iam-role,global,ld-feature-flags-kinetic-CustomResourceHandlerSer-1SA288MG7KIWO,-
iam-role,global,ld-feature-flags-kinetic-CustomResourceHandlerSer-DGSMSES5R46F,-
iam-role,global,ld-feature-flags-kinetic-CustomResourceHandlerSer-FGCKDNKZNOII,-
iam-role,global,ld-feature-flags-kinetic-CustomResourceHandlerSer-GIQTDMVY9ZV,-
iam-role,global,ld-feature-flags-kinetic-CustomResourceHandlerSer-OV0RZP8DVEJF,-
iam-role,global,ld-feature-flags-kinetic-CustomResourceHandlerSer-TE6IL9VCSHRC,-
iam-role,global,ld-feature-flags-kinetic-CustomS3AutoDeleteObject-MIMQ96AHLPSF,-
iam-role,global,ld-feature-flags-kinetic-migrationScriptHandlerSe-3US4HLW71KYN,-
iam-role,global,ld-feature-flags-kinetic-migratorServiceRoleEAEA6-X3HVN8O3V9ZA,-
iam-role,global,ld-feature-flags-kinetic-NotificationReyesExportB-O6IQTU59J7QD,-
iam-role,global,ld-feature-flags-kinetic-r-ReyesExportRole934A695C-1RUWEPT8YF6KF,-
iam-role,global,ld-feature-flags-kinetic-RedshiftInitonUpdateFunc-1FZIJYJF02GFB,-
iam-role,global,ld-feature-flags-kinetic-RedshiftInitScriptHandle-16LYK56UIBBWV,-
iam-role,global,ld-feature-flags-kinetic-ReyesZipServiceRole01F74-1EJFXK6A6GBSL,-
iam-role,global,ld-feature-flags-kinetic-UnwornDeviceJobServiceRo-A5SWRQV63322,-
iam-role,global,load-locations-from-workers-production-us-west-2-lambdaRole,-
iam-role,global,load-locations-from-workers-staging-us-west-2-lambdaRole,-
iam-role,global,masters.prod.wearkinetic.com,-
iam-role,global,masters.stage.us-east-1.wearkinetic.com,-
iam-role,global,masters.stage.wearkinetic.com,-
iam-role,global,michael-kinetic-merch-iot-ota,-
iam-role,global,MyLambdaGatewayTestRole,-
iam-role,global,nodes.prod.wearkinetic.com,-
iam-role,global,nodes.stage.us-east-1.wearkinetic.com,-
iam-role,global,nodes.stage.wearkinetic.com,-
iam-role,global,OneLoginSSO,-
iam-role,global,peter-kinetic-sst-email-d-ConnectServiceRole07B61C-X9X3FMBPHG4Q,-
iam-role,global,peter-kinetic-sst-email-d-DisconnectServiceRole90A-LH8TKPI522WE,-
iam-role,global,peter-kinetic-sst-email-debug-ServiceRole4288B192-NF9IUTLIR96B,-
iam-role,global,process-kinetic-admin-adminCertificateCertificateR-ZB0CR5XXR6PB,-
iam-role,global,process-kinetic-admin-adminCloudFrontInvalidatorSe-156IBH8NRILW3,-
iam-role,global,process-kinetic-admin-adminS3HandlerServiceRole959-V4JFPU4DJM9V,-
iam-role,global,process-kinetic-admin-adminS3UploaderServiceRole2A-GCJ8TGH5HTB0,-
iam-role,global,process-kinetic-admin-CustomResourceHandlerService-1UME0MXUDF6ED,-
iam-role,global,process-kinetic-admin-CustomS3AutoDeleteObjectsCus-10CNH79ZLNFFK,-
iam-role,global,process-kinetic-aggrcsvsf-aggrEmployeeDailyActivit-14Q85V5NT4NWN,-
iam-role,global,process-kinetic-aggrcsvsf-CustomResourceHandlerSer-H3GORBBAH7FK,-
iam-role,global,process-kinetic-aggrcsvsf-getWorkersForActivityCsv-104DYN8ZXCM2H,-
iam-role,global,process-kinetic-aggrcsvsf-setAggrEmployeeDailyActi-12FZ6WO1IAN5X,-
iam-role,global,process-kinetic-auth-CustomResourceHandlerServiceR-GM72T7BU75RP,-
iam-role,global,process-kinetic-backend-ApiV1ApiCloudWatchRole8DCC-YJE15UHZX002,-
iam-role,global,process-kinetic-backend-BucketNotificationsHandler-95L0AZ32XNV5,-
iam-role,global,process-kinetic-backend-CustomResourceHandlerServi-177XP67WGF2JH,-
iam-role,global,process-kinetic-backend-CustomS3AutoDeleteObjectsC-9ABQE65Z64ZY,-
iam-role,global,process-kinetic-backend-FunctionServiceRole675BB04-1NSBS6P5C6Z6,-
iam-role,global,process-kinetic-backend-NotificationNotifyemailSer-C6LDDXLCZLY3,-
iam-role,global,process-kinetic-cron-aggrEmployeeDailyActivityCsvJ-1AVBS1UBUJ9EM,-
iam-role,global,process-kinetic-cron-aggrEmployeeWwtJobServiceRole-UH2CIDCGFQ35,-
iam-role,global,process-kinetic-cron-aggrLocation0wwtJobServiceRol-1COB4OHGGU7QB,-
iam-role,global,process-kinetic-cron-aggrLocationWwtJobServiceRole-1XS10J6GXIJ8L,-
iam-role,global,process-kinetic-cron-aggrWorkerLastActiveJobServic-XTSBP9IF6U9A,-
iam-role,global,process-kinetic-cron-cleanupGoalTableJobServiceRol-Q6VBEM9RI9MG,-
iam-role,global,process-kinetic-cron-CustomResourceHandlerServiceR-VFQ4V4MLJDSI,-
iam-role,global,process-kinetic-cron-firmwareUpgradeCronJobService-1P0Y9G3E131RS,-
iam-role,global,process-kinetic-cron-iotSyncCronJobServiceRoleA936-1KKTV0I9PW69C,-
iam-role,global,process-kinetic-cron-seedDbJobJobProjectRoleE9E943-WLCPIZY1R77V,-
iam-role,global,process-kinetic-cron-seedDbJobServiceRole431126CC-19JNCMW6M7K3W,-
iam-role,global,process-kinetic-cron-wornDevicesRankingJobServiceR-1X978DA18HJP7,-
iam-role,global,process-kinetic-database-CustomResourceHandlerServ-5GWBKS8UUVIT,-
iam-role,global,process-kinetic-database-migrationScriptHandlerSer-1FQPODEL0ENNL,-
iam-role,global,process-kinetic-database-migratorServiceRoleEAEA65-10DKPGNBHOOQ6,-
iam-role,global,process-kinetic-DNS-CustomResourceHandlerServiceRo-14NNDQ7OVVAYQ,-
iam-role,global,process-kinetic-export-concatFilesFnServiceRole1DD-9JMHKDQCI46F,-
iam-role,global,process-kinetic-export-CustomResourceHandlerServic-X1SZQZ9U382E,-
iam-role,global,process-kinetic-export-ExportEmployeeActivityFnSer-1C5R63EH28BO5,-
iam-role,global,process-kinetic-export-ExportEmployeeActivityState-1S03V89O3LFV9,-
iam-role,global,process-kinetic-export-ExportEmployeeDailyActivity-3ZDG9PXBEEWR,-
iam-role,global,process-kinetic-export-ExportEmployeeDailyActivity-B4JQ15QRZQCN,-
iam-role,global,process-kinetic-glueconne-CustomResourceHandlerSer-1TCOXWICR56XR,-
iam-role,global,process-kinetic-iot-CustomResourceHandlerServiceRo-1IC3WATSQZ6GN,-
iam-role,global,process-kinetic-locationa-CustomResourceHandlerSer-12E645SJGJG9J,-
iam-role,global,process-kinetic-locationa-LambdaGETlocationfirmwar-1WDYL4ML4CPIW,-
iam-role,global,process-kinetic-locationa-LambdaPOSTlocationfirmwa-1TBEG8ROHF664,-
iam-role,global,process-kinetic-monitor-CustomResourceHandlerServi-WHFU19V7Z5JX,-
iam-role,global,process-kinetic-mtdevicef-CustomResourceHandlerSer-ZGI53E4C8LQU,-
iam-role,global,process-kinetic-mtdevicef-MTAddTargetsToJobService-1P0Y6HG244BCC,-
iam-role,global,process-kinetic-mtdevicef-MTAddThingsToGroupServic-1QOG59F7WD03X,-
iam-role,global,process-kinetic-mtdevicef-MTAddToFWUpgradeServiceR-DX5TEM14WZL4,-
iam-role,global,process-kinetic-mtdevicef-MTCancelUpgradeJobServic-6BEQ0ILNA5CE,-
iam-role,global,process-kinetic-mtdevicef-MTCreateFWUpgradeService-1U2EJQEN9MO4Z,-
iam-role,global,process-kinetic-mtdevicef-MTCreateIoTJobServiceRol-UE0IGCLRCJ3L,-
iam-role,global,process-kinetic-mtdevicef-MTCreateThingGroupServic-NNJ4X7XKDFCO,-
iam-role,global,process-kinetic-mtdevicef-MTGetBinReportForLocatio-7HCNH3DOTZJU,-
iam-role,global,process-kinetic-mtdevicef-MTGetIotJobInfoServiceRo-136KW7YOBX2KE,-
iam-role,global,process-kinetic-mtdevicef-MTGetIoTJobsServiceRoleA-YNNVP1Z9Z384,-
iam-role,global,process-kinetic-mtdevicef-MTGetLocationsAndBinnedF-1D8D807VNF54E,-
iam-role,global,process-kinetic-mtdevicef-MTGetThingGroupsServiceR-NUQBLGJVLEG6,-
iam-role,global,process-kinetic-mtdevicef-MTGetThingsForGroupServi-10FKHOSOL5L7P,-
iam-role,global,process-kinetic-mtdevicef-MTListIoTJobExesServiceR-RDI9OYJ96698,-
iam-role,global,process-kinetic-mtdevicef-MTRemoveThingsFromGroupS-1K7ELDZ88HELP,-
iam-role,global,process-kinetic-pipeline-BucketNotificationsHandle-1WFT3JKVA8ICR,-
iam-role,global,process-kinetic-pipeline-CustomResourceHandlerServ-AXH8IQOHA8UU,-
iam-role,global,process-kinetic-pipeline-CustomS3AutoDeleteObjects-105H0N14CKJQT,-
iam-role,global,process-kinetic-pipeline-DevicePipelineRawBatchTra-1EZD0Z3NH7SBU,-
iam-role,global,process-kinetic-pipeline-DevicePipelineRawCleanupC-1FVDLWHX4N2TF,-
iam-role,global,process-kinetic-pipeline-DevicePipelineRawCombineS-M79Y37O6TMIG,-
iam-role,global,process-kinetic-pipeline-DevicePipelineRawFailedEm-6T3LGDVD7VU8,-
iam-role,global,process-kinetic-pipeline-DevicePipelineRawLoadCurr-TTLDLYL91NMB,-
iam-role,global,process-kinetic-pipeline-DevicePipelineRawLongRunn-KNZV6DTKNMK1,-
iam-role,global,process-kinetic-pipeline-DevicePipelineRawPipeSfnS-URZ1BQH281BE,-
iam-role,global,process-kinetic-pipeline-DevicePipelineRawProcessC-RY34BWMN2QLV,-
iam-role,global,process-kinetic-pipeline-DevicePipelineRawTransfor-AXNP6L8SUF1G,-
iam-role,global,process-kinetic-pipeline-DevicePipelineRawTriggerP-LWDDTLQPE2G3,-
iam-role,global,process-kinetic-redshifte-BucketNotificationsHandl-16UKT7ND68S9M,-
iam-role,global,process-kinetic-redshifte-CustomResourceHandlerSer-VF5P9YZIDSAW,-
iam-role,global,process-kinetic-redshifte-CustomS3AutoDeleteObject-1U0WHNIZ3CJHF,-
iam-role,global,process-kinetic-redshifte-NotificationbucketemailS-1WRVSS0PQYN94,-
iam-role,global,process-kinetic-render-CustomResourceHandlerServic-1TU33MQOGICSK,-
iam-role,global,process-kinetic-render-CustomS3AutoDeleteObjectsCu-1NN00UW5TLLJQ,-
iam-role,global,process-kinetic-render-renderServiceRole54DFF9F5-2OV5EEMWQ9C8,-
iam-role,global,process-kinetic-reports-CustomResourceHandlerServi-88WXM30TEV3K,-
iam-role,global,process-kinetic-reports-individualFinishServiceRol-5UXD49L4QSBS,-
iam-role,global,process-kinetic-reports-individualPrintServiceRole-1M9YCWVSB4I65,-
iam-role,global,process-kinetic-reports-reportindividualprintsfnRo-LNCB43TZK8E5,-
iam-role,global,process-kinetic-reyes-export,-
iam-role,global,process-kinetic-reyesexpo-BucketNotificationsHandl-1QJ4K7TF4M5WS,-
iam-role,global,process-kinetic-reyesexpo-CustomResourceHandlerSer-Q7Q1HTZ28LDO,-
iam-role,global,process-kinetic-reyesexpo-CustomS3AutoDeleteObject-H28IDIIND41R,-
iam-role,global,process-kinetic-reyesexpo-NotificationbucketemailS-6PJ0YEEBAVSU,-
iam-role,global,process-kinetic-reyesexpo-ReyesZipServiceRole01F74-2OXLL0OKOIDE,-
iam-role,global,process-kinetic-secrets-CustomResourceHandlerServi-1KN6WNOYD5W08,-
iam-role,global,process-kinetic-unworndev-CustomResourceHandlerSer-1SFCRGBYSPW9V,-
iam-role,global,process-kinetic-unworndev-CustomResourceHandlerSer-WJSX1W6JLV8W,-
iam-role,global,process-kinetic-unworndev-UnwornDeviceJobServiceRo-1MKHYQS34Q3ZM,-
iam-role,global,process-kinetic-vpc-CustomResourceHandlerServiceRo-O81NEZ68JM7J,-
iam-role,global,process-kinetic-web-CustomResourceHandlerServiceRo-1IW3G9WFHRYXP,-
iam-role,global,process-kinetic-web-CustomS3AutoDeleteObjectsCusto-U8RNB5QI3MH8,-
iam-role,global,process-kinetic-web-webCertificateCertificateReque-1Y0B7M9LM0F04,-
iam-role,global,process-kinetic-web-webCloudFrontInvalidatorServic-F82DQ9JI63N9,-
iam-role,global,process-kinetic-web-webS3HandlerServiceRoleFC0ABE7-SABOUJH1OHWS,-
iam-role,global,process-kinetic-web-webS3UploaderServiceRoleA6646A-BWC3QM9JEB08,-
iam-role,global,prod-collect-stack-CustomCDKBucketDeployment8693BB-1WXY4FU6N832T,-
iam-role,global,prod-iot-issue-credentials,-
iam-role,global,prod-kinetic-admin-CustomResourceHandlerServiceRol-LIL0SCDRM9BA,-
iam-role,global,prod-kinetic-admin-CustomS3AutoDeleteObjectsCustom-1WPI37C6I6CXZ,-
iam-role,global,prod-kinetic-aggrcsvsfn-aggrEmployeeDailyActivityC-M3YSD483RHVR,-
iam-role,global,prod-kinetic-aggrcsvsfn-CustomResourceHandlerServi-16M2SHL7Z23U1,-
iam-role,global,prod-kinetic-aggrcsvsfn-getWorkersForActivityCsvSe-65R5LSV6III8,-
