Resource Type,Region,Identifier,Nukable
iam-role,global,add-jump-to-stats-tables-ExportEmployeeDailyActiv-1U7TUMOLECFVV,-
iam-role,global,add-jump-to-stats-tables-firmwareUpgradeCronJobSe-183EDFT5EJCVA,-
iam-role,global,add-jump-to-stats-tables-FunctionServiceRole675BB-1U51RDP0LQZ6P,-
iam-role,global,add-jump-to-stats-tables-getWorkersForActivityCsv-ZXVIR5ZLNE13,-
iam-role,global,add-jump-to-stats-tables-individualFinishServiceR-BGJUAA0QM2FP,-
iam-role,global,add-jump-to-stats-tables-individualPrintServiceRo-1LCTRO25JFRG8,-
iam-role,global,add-jump-to-stats-tables-iotSyncCronJobServiceRol-W9F6BFVM53KV,-
iam-role,global,add-jump-to-stats-tables-k-ReyesExportRole934A695C-17NALJ3BSFA41,-
iam-role,global,add-jump-to-stats-tables-LambdaGETlocationfirmwar-1JBQMSEUZ4153,-
iam-role,global,add-jump-to-stats-tables-LambdaPOSTlocationfirmwa-11BWXKCBN7HMR,-
iam-role,global,add-jump-to-stats-tables-MetricsActivityLoadFnSer-10TUBHREWZKH8,-
iam-role,global,add-jump-to-stats-tables-MetricsActivityLoadState-OJJRY2L3WTM4,-
iam-role,global,add-jump-to-stats-tables-migrationScriptHandlerSe-SL9UPZ8JMNQ0,-
iam-role,global,add-jump-to-stats-tables-migratorServiceRoleEAEA6-8JITSHSFYPXN,-
iam-role,global,add-jump-to-stats-tables-MTAddTargetsToJobService-S963HX59TQJX,-
iam-role,global,add-jump-to-stats-tables-MTAddThingsToGroupServic-C3W6UAQT34ER,-
iam-role,global,add-jump-to-stats-tables-MTAddToFWUpgradeServiceR-1LNN2WALRIMLS,-
iam-role,global,add-jump-to-stats-tables-MTCancelUpgradeJobServic-1HC4UJOAZ1JAO,-
iam-role,global,add-jump-to-stats-tables-MTCreateFWUpgradeService-19BVAGKI5A703,-
iam-role,global,add-jump-to-stats-tables-MTCreateIoTJobServiceRol-1L9IMOVU8MM80,-
iam-role,global,add-jump-to-stats-tables-MTCreateThingGroupServic-T2QA4C4STK50,-
iam-role,global,add-jump-to-stats-tables-MTGetBinReportForLocatio-1VTUY305PZKKL,-
iam-role,global,add-jump-to-stats-tables-MTGetIotJobInfoServiceRo-14FGG5VC1GN47,-
iam-role,global,add-jump-to-stats-tables-MTGetIoTJobsServiceRoleA-1XH7UOQDA0Y6Z,-
iam-role,global,add-jump-to-stats-tables-MTGetLocationsAndBinnedF-3U2WILKNFFV7,-
iam-role,global,add-jump-to-stats-tables-MTGetThingGroupsServiceR-1WZZ540EYE74Z,-
iam-role,global,add-jump-to-stats-tables-MTGetThingsForGroupServi-WEQJHORF52UN,-
iam-role,global,add-jump-to-stats-tables-MTListIoTJobExesServiceR-1CQV8ATWUNVRT,-
iam-role,global,add-jump-to-stats-tables-MTRemoveThingsFromGroupS-CF268TWJKDSJ,-
iam-role,global,add-jump-to-stats-tables-NotificationNotifyemailS-1EI281YZ5Y3Y7,-
iam-role,global,add-jump-to-stats-tables-NotificationRedshiftExpo-1KA171ARPQDIU,-
iam-role,global,add-jump-to-stats-tables-NotificationReyesExportB-3CP5WV4R6YLV,-
iam-role,global,add-jump-to-stats-tables-RedshiftExportRoleF03E54-OWE0KGTQKC22,-
iam-role,global,add-jump-to-stats-tables-RedshiftInitonUpdateFunc-1T2EP7YH3NBRW,-
iam-role,global,add-jump-to-stats-tables-RedshiftInitScriptHandle-5CX26RMHNAG1,-
iam-role,global,add-jump-to-stats-tables-renderServiceRole54DFF9F-F7JQQ9DW1KL1,-
iam-role,global,add-jump-to-stats-tables-reportindividualprintsfn-EJCKJUXDQO3M,-
iam-role,global,add-jump-to-stats-tables-ReyesZipServiceRole01F74-1EZVL9SIOURF3,-
iam-role,global,add-jump-to-stats-tables-setAggrEmployeeDailyActi-1JQ9NYGZLJKBI,-
iam-role,global,add-jump-to-stats-tables-trpcLambdaGETproxyServic-1TJ2OILRORPYC,-
iam-role,global,add-jump-to-stats-tables-trpcLambdaPOSTproxyServi-1RQXDZDI3L9WS,-
iam-role,global,add-jump-to-stats-tables-UnwornDeviceJobServiceRo-1WFFGAKPQJAON,-
iam-role,global,add-jump-to-stats-tables-webCertificateCertificat-H7UGZ124FF3Q,-
iam-role,global,add-jump-to-stats-tables-webS3HandlerServiceRoleF-1O66YVMSPWSG2,-
iam-role,global,add-jump-to-stats-tables-webS3UploaderServiceRole-1R7FAG1NBWT9U,-
iam-role,global,add-jump-to-stats-tables-wornDevicesRankingJobSer-YUV8NRFAPX7F,-
iam-role,global,alan-deploy-kinetic-admin-adminCertificateCertifica-gMAGzWX9ZIVf,-
iam-role,global,alan-deploy-kinetic-admin-CustomResourceHandlerServ-86KkKxdixRRP,-
iam-role,global,alan-deploy-kinetic-admin-CustomS3AutoDeleteObjects-ylkg5oBlm6PJ,-
iam-role,global,alan-deploy-kinetic-aggrc-aggrEmployeeDailyActivity-luVF58ixoy5x,-
iam-role,global,alan-deploy-kinetic-aggrc-CustomResourceHandlerServ-bGxa5XEfHVgZ,-
iam-role,global,alan-deploy-kinetic-aggrc-getWorkersForActivityCsvS-yoXGy6jgrXYk,-
iam-role,global,alan-deploy-kinetic-aggrc-setAggrEmployeeDailyActiv-HL8167F0MGl8,-
iam-role,global,alan-deploy-kinetic-artw-CustomResourceHandlerServi-zkYEBGWWV0fU,-
iam-role,global,alan-deploy-kinetic-artw-CustomS3AutoDeleteObjectsC-9E9gYh2gJp8w,-
iam-role,global,alan-deploy-kinetic-audit-AuditLogStreamEventsRoleC-ayBXTwBQN1sT,-
iam-role,global,alan-deploy-kinetic-audit-AuditRole88E97C2A-4Ab4506i3w6B,-
iam-role,global,alan-deploy-kinetic-audit-CustomResourceHandlerServ-DXe9figTvWAl,-
iam-role,global,alan-deploy-kinetic-audit-CustomS3AutoDeleteObjects-giUN3yj006f0,-
iam-role,global,alan-deploy-kinetic-auth-CustomResourceHandlerServi-XIRKwTn5pbOY,-
iam-role,global,alan-deploy-kinetic-backe-ApiV1ApiCloudWatchRole8DC-P313zR4qBTxZ,-
iam-role,global,alan-deploy-kinetic-backe-BucketNotificationsHandle-iERRksVifKEP,-
iam-role,global,alan-deploy-kinetic-backe-CustomResourceHandlerServ-m1gLIkEAbzqB,-
iam-role,global,alan-deploy-kinetic-backe-CustomS3AutoDeleteObjects-Qvklm5g5VUbc,-
iam-role,global,alan-deploy-kinetic-backe-FunctionServiceRole675BB0-deqGoZUU3fnb,-
iam-role,global,alan-deploy-kinetic-backe-NotificationNotifyemailSe-yQkzJcUlth4Y,-
iam-role,global,alan-deploy-kinetic-cron-aggrEmployeeDailyActivityC-5BBuLhDKNPoQ,-
iam-role,global,alan-deploy-kinetic-cron-aggrEmployeeWwtJobaggrEmpl-m3aHuZTZ3Lcs,-
iam-role,global,alan-deploy-kinetic-cron-aggrLocation0wwtJobaggrLoc-W6gOZqAwAZ4F,-
iam-role,global,alan-deploy-kinetic-cron-aggrLocationWwtJobaggrLoca-Wxt1TpXAu0iY,-
iam-role,global,alan-deploy-kinetic-cron-aggrWorkerLastActiveJobagg-wm2RCISWQl0s,-
iam-role,global,alan-deploy-kinetic-cron-cleanupGoalTableJobcleanup-aHHxj4wrcqQu,-
iam-role,global,alan-deploy-kinetic-cron-CustomResourceHandlerServi-WXM1awJSinik,-
iam-role,global,alan-deploy-kinetic-cron-firmwareUpgradeCronJobfirm-UHa6AKABDWqQ,-
iam-role,global,alan-deploy-kinetic-cron-iotSyncCronJobiotSyncCronS-lryarF2anlg8,-
iam-role,global,alan-deploy-kinetic-cron-wornDevicesRankingJobwornD-ezgDRtlTTbPC,-
iam-role,global,alan-deploy-kinetic-data-CustomResourceHandlerServi-XluLlNjKxcoX,-
iam-role,global,alan-deploy-kinetic-data-dataapiapiLambdaPOSTproxyS-beC4uK5PR1W5,-
iam-role,global,alan-deploy-kinetic-data-dataapiMetricsActivityLoad-DHAlEeNC8VNt,-
iam-role,global,alan-deploy-kinetic-data-MetricsActivityLoadFn2Serv-jBBOGb732RNE,-
iam-role,global,alan-deploy-kinetic-data-MetricsActivityLoadFnServi-71vyZ0GXLmp3,-
iam-role,global,alan-deploy-kinetic-data-MetricsActivityLoadStateMa-Fc6e5ncQtFp7,-
iam-role,global,alan-deploy-kinetic-datab-CustomResourceHandlerServ-c1QOeG2HDtiw,-
iam-role,global,alan-deploy-kinetic-datab-migrationScriptHandlerSer-RR0dR9fEeTea,-
iam-role,global,alan-deploy-kinetic-datab-migratorServiceRoleEAEA65-k6QXMc8SmVjL,-
iam-role,global,alan-deploy-kinetic-DNS-CustomResourceHandlerServic-iNFRY8mZfCrz,-
iam-role,global,alan-deploy-kinetic-docus-CustomResourceHandlerServ-B6XgmKxCFygZ,-
iam-role,global,alan-deploy-kinetic-docus-docuconnectLambdaPOSTprox-CpI7h99RTca2,-
iam-role,global,alan-deploy-kinetic-expor-concatFilesFnServiceRole1-OuQjI6xoMEIB,-
iam-role,global,alan-deploy-kinetic-expor-CustomResourceHandlerServ-BPWcnyXBZz7P,-
iam-role,global,alan-deploy-kinetic-expor-ExportEmployeeActivityFnS-3pD2Qcb0UEL6,-
iam-role,global,alan-deploy-kinetic-expor-ExportEmployeeActivitySta-7pyjE5VhWZSR,-
iam-role,global,alan-deploy-kinetic-expor-ExportEmployeeDailyActivi-paHUczY289LT,-
iam-role,global,alan-deploy-kinetic-expor-ExportEmployeeDailyActivi-WyvsS78NVHvU,-
iam-role,global,alan-deploy-kinetic-gluec-CustomResourceHandlerServ-M7gdDE77EYVp,-
iam-role,global,alan-deploy-kinetic-iot-CustomResourceHandlerServic-eu0tZfEZgGBf,-
iam-role,global,alan-deploy-kinetic-locat-CustomResourceHandlerServ-B5c4XCTxhCTg,-
iam-role,global,alan-deploy-kinetic-locat-LambdaGETlocationfirmware-M4omx1c83ePN,-
iam-role,global,alan-deploy-kinetic-locat-LambdaPOSTlocationfirmwar-Dwu9eM4MSWD9,-
iam-role,global,alan-deploy-kinetic-monit-CustomResourceHandlerServ-dW1UCIFLaR2a,-
iam-role,global,alan-deploy-kinetic-mtdev-CustomResourceHandlerServ-88QxuKMjtSQJ,-
iam-role,global,alan-deploy-kinetic-mtdev-MTAddTargetsToJobServiceR-AUWfODXORSLP,-
iam-role,global,alan-deploy-kinetic-mtdev-MTAddThingsToGroupService-EWa0GNIyRM73,-
iam-role,global,alan-deploy-kinetic-mtdev-MTAddToFWUpgradeServiceRo-QVDPoIfHj88G,-
iam-role,global,alan-deploy-kinetic-mtdev-MTCancelUpgradeJobService-zTgblcLpJhI1,-
iam-role,global,alan-deploy-kinetic-mtdev-MTCreateFWUpgradeServiceR-7IjwVHAxjlIj,-
iam-role,global,alan-deploy-kinetic-mtdev-MTCreateIoTJobServiceRole-eA50s8TbG8SK,-
iam-role,global,alan-deploy-kinetic-mtdev-MTCreateThingGroupService-SjJcDfSgrWRk,-
iam-role,global,alan-deploy-kinetic-mtdev-MTGetBinReportForLocation-imZO5JekqiGp,-
iam-role,global,alan-deploy-kinetic-mtdev-MTGetIotJobInfoServiceRol-a0yyMGjWGOQa,-
iam-role,global,alan-deploy-kinetic-mtdev-MTGetIoTJobsServiceRoleA2-URJV89aFF0dA,-
iam-role,global,alan-deploy-kinetic-mtdev-MTGetLocationsAndBinnedFW-W5gUPyCDP8fL,-
iam-role,global,alan-deploy-kinetic-mtdev-MTGetThingGroupsServiceRo-iIxutnjEwXlo,-
iam-role,global,alan-deploy-kinetic-mtdev-MTGetThingsForGroupServic-RxaKlAtHKzJf,-
iam-role,global,alan-deploy-kinetic-mtdev-MTListIoTJobExesServiceRo-xd6oIPykGHty,-
iam-role,global,alan-deploy-kinetic-mtdev-MTRemoveThingsFromGroupSe-NpHDSF2nsH56,-
iam-role,global,alan-deploy-kinetic-pipel-CustomResourceHandlerServ-B3fwQE8ct8ZB,-
iam-role,global,alan-deploy-kinetic-redsh-BucketNotificationsHandle-ttFwUSPLKTR0,-
iam-role,global,alan-deploy-kinetic-redsh-CustomResourceHandlerServ-kZmuNOI2S8cy,-
iam-role,global,alan-deploy-kinetic-redsh-CustomResourceHandlerServ-VfvBjUs46D8e,-
iam-role,global,alan-deploy-kinetic-redsh-CustomS3AutoDeleteObjects-HMvGDzLiNp2q,-
iam-role,global,alan-deploy-kinetic-redsh-NotificationRedshiftExpor-42dDzl7xRdn2,-
iam-role,global,alan-deploy-kinetic-redsh-RedshiftExportRoleF03E549-7nVeLI3XW1F4,-
iam-role,global,alan-deploy-kinetic-redsh-RedshiftInitonUpdateFunct-3rf6tNmVCFd5,-
iam-role,global,alan-deploy-kinetic-redsh-RedshiftInitScriptHandler-1D9cP4Oe6PM2,-
iam-role,global,alan-deploy-kinetic-rende-CustomResourceHandlerServ-7vJoQXZl0SW1,-
iam-role,global,alan-deploy-kinetic-rende-CustomS3AutoDeleteObjects-GMASn66ehiu8,-
iam-role,global,alan-deploy-kinetic-rende-renderServiceRole54DFF9F5-dc7sPaihwheU,-
iam-role,global,alan-deploy-kinetic-repor-CustomResourceHandlerServ-KyjHAk9ICwmg,-
iam-role,global,alan-deploy-kinetic-repor-individualFinishServiceRo-pJB96Y2n3BN1,-
iam-role,global,alan-deploy-kinetic-repor-individualPrintServiceRol-meMZFfcLmiJA,-
iam-role,global,alan-deploy-kinetic-repor-reportindividualprintsfnR-RPBj1rXz6qDu,-
iam-role,global,alan-deploy-kinetic-retoo-CustomResourceHandlerServ-jm4JRnV5nS4O,-
iam-role,global,alan-deploy-kinetic-reyes-BucketNotificationsHandle-a9Q5oWAgM7YD,-
iam-role,global,alan-deploy-kinetic-reyes-CustomResourceHandlerServ-MAwof6RjEInW,-
iam-role,global,alan-deploy-kinetic-reyes-CustomS3AutoDeleteObjects-ptujUhYBn2sa,-
iam-role,global,alan-deploy-kinetic-reyes-NotificationReyesExportBu-l8qVGeTzFlu3,-
iam-role,global,alan-deploy-kinetic-reyes-ReyesZipServiceRole01F746-m1Zi1ARCoZlX,-
iam-role,global,alan-deploy-kinetic-reyesex-ReyesExportRole934A695C-Kr3TQj4vMSKB,-
iam-role,global,alan-deploy-kinetic-sales-CustomResourceHandlerServ-GSICAn8pwE97,-
iam-role,global,alan-deploy-kinetic-sales-sfdataapiLambdaGETproxySe-97SFODk5raaD,-
iam-role,global,alan-deploy-kinetic-secre-CustomResourceHandlerServ-cCjqwBFVLbDQ,-
iam-role,global,alan-deploy-kinetic-servi-CustomResourceHandlerServ-e7Nccv4IxT76,-
iam-role,global,alan-deploy-kinetic-trpc-CustomResourceHandlerServi-TlVfgdoA0Qfe,-
iam-role,global,alan-deploy-kinetic-trpc-trpcLambdaGETproxyServiceR-bHQhLrB0U8L1,-
iam-role,global,alan-deploy-kinetic-trpc-trpcLambdaPOSTproxyService-r8RLw5UtHIf4,-
iam-role,global,alan-deploy-kinetic-unwor-CustomResourceHandlerServ-QJItpqZxz3d1,-
iam-role,global,alan-deploy-kinetic-unwor-CustomResourceHandlerServ-sluwhGk7gpL8,-
iam-role,global,alan-deploy-kinetic-unwor-UnwornDeviceJobServiceRol-JP26oVQEXBi5,-
iam-role,global,alan-deploy-kinetic-vpc-CustomResourceHandlerServic-mFHihlJ8Wrpi,-
iam-role,global,alan-deploy-kinetic-web-CustomResourceHandlerServic-47PGgi4DFuYm,-
iam-role,global,alan-deploy-kinetic-web-CustomS3AutoDeleteObjectsCu-lE9Ib5TroQiE,-
iam-role,global,alan-deploy-kinetic-web-webCertificateCertificateRe-iCEoy9GD1t0I,-
iam-role,global,alan-kinetic-admin-CustomResourceHandlerServiceRol-1MRPELUZPCS1G,-
iam-role,global,alan-kinetic-aggrcsvsfn-aggrEmployeeDailyActivityC-SBP95MM8CLPG,-
iam-role,global,alan-kinetic-aggrcsvsfn-CustomResourceHandlerServi-OYNARE5KULR,-
iam-role,global,alan-kinetic-aggrcsvsfn-getWorkersForActivityCsvSe-ZT34TW983BEF,-
iam-role,global,alan-kinetic-aggrcsvsfn-setAggrEmployeeDailyActivi-1EWOLOJOJILS,-
iam-role,global,alan-kinetic-artw-CustomResourceHandlerServiceRole4-3ZsWDOUThus2,-
iam-role,global,alan-kinetic-artw-CustomS3AutoDeleteObjectsCustomRe-MS77g1R3coUV,-
iam-role,global,alan-kinetic-audit-AuditLogStreamEventsRoleC9C94EC7-9JXqH4BZiy0W,-
iam-role,global,alan-kinetic-audit-AuditRole88E97C2A-YiEQBgHfuVMm,-
iam-role,global,alan-kinetic-audit-CustomResourceHandlerServiceRole-OaRKqemlUEic,-
iam-role,global,alan-kinetic-audit-CustomS3AutoDeleteObjectsCustomR-ay42WiOCjHGy,-
iam-role,global,alan-kinetic-auth-CustomResourceHandlerServiceRole-NJ04JA725CK,-
iam-role,global,alan-kinetic-backend-ApiV1ApiCloudWatchRole8DCC853-1QUYP267EVJS,-
iam-role,global,alan-kinetic-backend-ApiV1ApiCloudWatchRole8DCC853-1URI3AEUVYIA8,-
iam-role,global,alan-kinetic-backend-BucketNotificationsHandler050-1IOFHXDSSP4ZY,-
iam-role,global,alan-kinetic-backend-CustomResourceHandlerServiceR-4SB9PA1W3BWM,-
iam-role,global,alan-kinetic-backend-CustomS3AutoDeleteObjectsCust-1X1NNLMXGN89E,-
iam-role,global,alan-kinetic-backend-FunctionServiceRole675BB04A-12GSATVX11V1A,-
iam-role,global,alan-kinetic-backend-NotificationNotifyemailServic-1GMRQOIA3GL32,-
iam-role,global,alan-kinetic-cron-aggrEmployeeWwtJobaggrEmployeeWwt-zzHeDmau6DAz,-
iam-role,global,alan-kinetic-cron-aggrLocation0wwtJobaggrLocation0w-dzddJnJ77Nbg,-
iam-role,global,alan-kinetic-cron-aggrLocationWwtJobaggrLocationWwt-ZNW1rQ1kLMbi,-
iam-role,global,alan-kinetic-cron-aggrWorkerLastActiveJobaggrWorker-lv5ghhlAOJcp,-
iam-role,global,alan-kinetic-cron-cleanupGoalTableJobcleanupGoalTab-AL9LgKd0qzS2,-
iam-role,global,alan-kinetic-cron-CustomResourceHandlerServiceRole-1S1J8RRRK8KKQ,-
iam-role,global,alan-kinetic-cron-firmwareUpgradeCronJobfirmwareUpg-2838wxswLvNu,-
iam-role,global,alan-kinetic-cron-iotSyncCronJobiotSyncCronServiceR-fVXIasKoGAUo,-
iam-role,global,alan-kinetic-cron-wornDevicesRankingJobwornDevicesR-74YBsDfqyxr7,-
iam-role,global,alan-kinetic-data-CustomResourceHandlerServiceRole-12TSN3XJ3O77O,-
iam-role,global,alan-kinetic-data-dataapiapiLambdaPOSTproxyService-A3SLYQEKQ5AK,-
iam-role,global,alan-kinetic-data-dataapiMetricsActivityLoadSfnTri-1QXYH3XL10TM3,-
iam-role,global,alan-kinetic-data-MetricsActivityLoadFn2ServiceRole-IUAGOxoIBwZQ,-
iam-role,global,alan-kinetic-data-MetricsActivityLoadFnServiceRole-CSC6NVPNKBTU,-
iam-role,global,alan-kinetic-data-MetricsActivityLoadStateMachineR-CSQNJTD2PJRQ,-
iam-role,global,alan-kinetic-database-CustomResourceHandlerService-19HDZOUOWPP8I,-
iam-role,global,alan-kinetic-database-migratorServiceRoleEAEA65FC-1MGCM8QZOZUWR,-
iam-role,global,alan-kinetic-DNS-CustomResourceHandlerServiceRole4-1X8SVP7JBTWWO,-
iam-role,global,alan-kinetic-dns-CustomResourceHandlerServiceRole41-GbTxRFifODYr,-
iam-role,global,alan-kinetic-docusignconn-CustomResourceHandlerServ-X276ML2nmtJl,-
iam-role,global,alan-kinetic-docusignconn-docuconnectLambdaPOSTprox-ob9Dkag3iovT,-
iam-role,global,alan-kinetic-export-concatFilesFnServiceRole1DD4AC-Y3T4I5QXHY2Z,-
iam-role,global,alan-kinetic-export-CustomResourceHandlerServiceRo-IDYDDKGKTVA4,-
iam-role,global,alan-kinetic-export-ExportEmployeeActivityFnServic-1IWDMAUMHETNJ,-
iam-role,global,alan-kinetic-export-ExportEmployeeActivityStateMac-1SNILDP8S9CIW,-
iam-role,global,alan-kinetic-export-ExportEmployeeDailyActivityFnS-11XP6UWWXUKW6,-
iam-role,global,alan-kinetic-export-ExportEmployeeDailyActivitySta-1IGUOJKO5FVLO,-
iam-role,global,alan-kinetic-glueconnecti-CustomResourceHandlerSer-46ZZEQBR1EGU,-
iam-role,global,alan-kinetic-iot-CustomResourceHandlerServiceRole4-1UBQ3JE4U6UPU,-
iam-role,global,alan-kinetic-locationapi-CustomResourceHandlerServ-2L234BX2BP53,-
iam-role,global,alan-kinetic-locationapi-LambdaGETlocationfirmware-1J54IALB7PPVB,-
iam-role,global,alan-kinetic-locationapi-LambdaPOSTlocationfirmwar-27IBE7NL9ZRH,-
iam-role,global,alan-kinetic-monitor-CustomResourceHandlerServiceR-I9XLB1C61D6R,-
iam-role,global,alan-kinetic-mtdevicefunc-CustomResourceHandlerSer-1UCW42YCB2J8Z,-
iam-role,global,alan-kinetic-mtdevicefunc-MTAddTargetsToJobService-1KV47S6GD3NOD,-
iam-role,global,alan-kinetic-mtdevicefunc-MTAddThingsToGroupServic-135PUX9D2XG0K,-
iam-role,global,alan-kinetic-mtdevicefunc-MTAddToFWUpgradeServiceR-I6BTY8KRCSWT,-
iam-role,global,alan-kinetic-mtdevicefunc-MTCancelUpgradeJobServic-14CZAZEDST55Y,-
iam-role,global,alan-kinetic-mtdevicefunc-MTCreateFWUpgradeService-1I9Q2ZNKMNDV1,-
iam-role,global,alan-kinetic-mtdevicefunc-MTCreateIoTJobServiceRol-NPSLXHXWHY7V,-
iam-role,global,alan-kinetic-mtdevicefunc-MTCreateThingGroupServic-12T1DERV3FTV,-
iam-role,global,alan-kinetic-mtdevicefunc-MTGetBinReportForLocatio-1OYXIS5943HPA,-
iam-role,global,alan-kinetic-mtdevicefunc-MTGetIotJobInfoServiceRo-1IPDJF8K9Y4YE,-
iam-role,global,alan-kinetic-mtdevicefunc-MTGetIoTJobsServiceRoleA-Q189H9114KRI,-
iam-role,global,alan-kinetic-mtdevicefunc-MTGetLocationsAndBinnedF-1JXDUEBOEG58J,-
iam-role,global,alan-kinetic-mtdevicefunc-MTGetThingGroupsServiceR-11JCB3FVGPO6K,-
iam-role,global,alan-kinetic-mtdevicefunc-MTGetThingsForGroupServi-1U1OVP1FTXFR,-
iam-role,global,alan-kinetic-mtdevicefunc-MTListIoTJobExesServiceR-CR139CD2UDO7,-
iam-role,global,alan-kinetic-mtdevicefunc-MTRemoveThingsFromGroupS-1F5EXMN00CAIY,-
iam-role,global,alan-kinetic-pipeline-CustomResourceHandlerService-1NI7QUGDVPV0I,-
iam-role,global,alan-kinetic-redshift-CustomResourceHandlerServiceR-VuMXVnAtjPVj,-
iam-role,global,alan-kinetic-redshift-RedshiftInitonUpdateFunctionS-pHvtxruDgVZd,-
iam-role,global,alan-kinetic-redshift-RedshiftInitScriptHandlerServ-hqfTQTEtIAOy,-
iam-role,global,alan-kinetic-redshiftexpo-BucketNotificationsHandl-VUWCJ5VUE1GE,-
iam-role,global,alan-kinetic-redshiftexpo-CustomResourceHandlerSer-927W50F4UDBD,-
iam-role,global,alan-kinetic-redshiftexpo-CustomS3AutoDeleteObject-1R2T9W6AK8L5B,-
iam-role,global,alan-kinetic-redshiftexpo-NotificationRedshiftExpo-11O06ULWKN7L1,-
iam-role,global,alan-kinetic-redshiftexpo-RedshiftExportRoleF03E54-9SU38KMY6C2D,-
iam-role,global,alan-kinetic-render-CustomResourceHandlerServiceRo-RVI0P6FQNRVU,-
iam-role,global,alan-kinetic-render-CustomS3AutoDeleteObjectsCusto-3ZU8AP2KQYYW,-
iam-role,global,alan-kinetic-render-renderServiceRole54DFF9F5-B95Z14BLU9LU,-
iam-role,global,alan-kinetic-reports-CustomResourceHandlerServiceR-WW38H8C5W0F7,-
iam-role,global,alan-kinetic-reports-individualFinishServiceRole8C-7F546SEJTBEB,-
iam-role,global,alan-kinetic-reports-individualPrintServiceRoleB11-L6Z54E8G743R,-
iam-role,global,alan-kinetic-reports-reportindividualprintsfnRole9-1AB0EMPMNX30S,-
iam-role,global,alan-kinetic-retool-CustomResourceHandlerServiceRo-NW6IP89D6ZY6,-
iam-role,global,alan-kinetic-reyesexport-BucketNotificationsHandle-1XQ1ZUI2T7A2L,-
iam-role,global,alan-kinetic-reyesexport-CustomResourceHandlerServ-W5UNESGNOAZR,-
iam-role,global,alan-kinetic-reyesexport-CustomS3AutoDeleteObjects-TKT5DH3GHJ5Y,-
iam-role,global,alan-kinetic-reyesexport-NotificationReyesExportBu-1UP2113SFH4DZ,-
iam-role,global,alan-kinetic-reyesexport-ReyesExportRole934A695C-187N97I5HZXQ9,-
iam-role,global,alan-kinetic-reyesexport-ReyesZipServiceRole01F746-28YKIBWDSAH6,-
iam-role,global,alan-kinetic-rtw-BucketNotificationsHandler050a0587-fWPHtqqjuCyr,-
iam-role,global,alan-kinetic-rtw-CustomResourceHandlerServiceRole41-vyxIMo0Wjuxw,-
iam-role,global,alan-kinetic-rtw-CustomS3AutoDeleteObjectsCustomRes-M8YKmrAgnnkc,-
iam-role,global,alan-kinetic-rtw-restrictionUploadedHandlerServiceR-Lqj8Sjg5Nm1e,-
iam-role,global,alan-kinetic-salesforceIn-CustomResourceHandlerServ-H5ElmMORySzr,-
iam-role,global,alan-kinetic-salesforceIn-sfdataapiLambdaGETproxySe-Jqo7vnOkyxXj,-
iam-role,global,alan-kinetic-secrets-CustomResourceHandlerServiceR-1SCAV7JRFG0VJ,-
iam-role,global,alan-kinetic-servicedb-CustomResourceHandlerServic-T3NGP01SNK7X,-
iam-role,global,alan-kinetic-trpc-CustomResourceHandlerServiceRole4-RlZztoKfoEk5,-
iam-role,global,alan-kinetic-trpc-trpcLambdaGETproxyServiceRole33AE-Kg9HxqU9PQgr,-
iam-role,global,alan-kinetic-trpc-trpcLambdaPOSTproxyServiceRoleE81-ZV3TAaXP2NUv,-
iam-role,global,alan-kinetic-unworndevice-CustomResourceHandlerSer-1CA2Z6ZGP6NF2,-
iam-role,global,alan-kinetic-unworndevice-CustomResourceHandlerSer-1RWCA6YTAEPM9,-
iam-role,global,alan-kinetic-unworndevice-UnwornDeviceJobServiceRo-15AMNTLX8SQDA,-
iam-role,global,alan-kinetic-vpc-CustomResourceHandlerServiceRole4-BHNMOTK2SPGA,-
iam-role,global,alan-kinetic-web-CustomResourceHandlerServiceRole4-1A7JCHEB80L2X,-
iam-role,global,alb-ingress-controller.stage.us-east-1.wearkinetic.com,-
iam-role,global,AmazonRedshift-CommandsAccessRole-20230110T004305,-
iam-role,global,AmazonSageMaker-ExecutionRole-20231120T111672,-
iam-role,global,andrew-kinetic-artw-BucketNotificationsHandler050a0-mXII4IhW2UZW,-
iam-role,global,andrew-kinetic-artw-CustomResourceHandlerServiceRol-9BDgk0Jr4HfE,-
iam-role,global,andrew-kinetic-artw-CustomS3AutoDeleteObjectsCustom-sLRBE4jv68jv,-
iam-role,global,andrew-kinetic-artw-restrictionUploadedHandlerServi-hUp3vyr9fYE8,-
iam-role,global,andrew-kinetic-audit-AuditLogStreamEventsRoleC9C94E-mxJSYWfzhLMW,-
iam-role,global,andrew-kinetic-audit-AuditRole88E97C2A-UKJtlF6mI0Xi,-
iam-role,global,andrew-kinetic-audit-CustomResourceHandlerServiceRo-5lfMeqQOaSvI,-
iam-role,global,andrew-kinetic-audit-CustomS3AutoDeleteObjectsCusto-RD1QxfeLartK,-
iam-role,global,andrew-kinetic-auth-CustomResourceHandlerServiceRol-Eaib28GV8eNZ,-
iam-role,global,andrew-kinetic-backend-ApiV1ApiCloudWatchRole8DCC85-TaFFlxmdWDWh,-
iam-role,global,andrew-kinetic-backend-BucketNotificationsHandler05-WC8KobIDndLy,-
iam-role,global,andrew-kinetic-backend-CustomResourceHandlerService-t3Jt6Uxrmcav,-
